Event_Type,Planet,Natal_Planet,House,Sign,Aspect_Angle,Category,Description,Priority,Active_Flag
natal_house_ingress,SATURN,,4,,,,土星がネイタル第4ハウスに入り、家庭や住まい、心の土台に責任を持って向き合う時期です。家族関係の課題を解消し、長期的に安心して暮らせる確固たる基盤を整えましょう。,10,1
natal_house_ingress,SATURN,,5,,,,土星がネイタル第5ハウスに入り、自己表現や創作活動において本物の実力を培う時期です。一時的な流行に流されず、鍛錬を重ねて独自の技術や表現を確立しましょう。,10,1
natal_house_ingress,SATURN,,6,,,,土星がネイタル第6ハウスに入り、日々の職務への献身と徹底した健康管理が求められる時期です。丁寧な実務の積み重ねが、将来にわたる揺るぎない信頼を生み出します。,10,1
natal_house_ingress,SATURN,,7,,,,土星がネイタル第7ハウスに入り、対人関係やパートナーシップにおける覚悟と責任が問われる時期です。軽薄な関係を手放し、生涯を通じて信頼できるパートナーと絆を結びましょう。,10,1
natal_house_ingress,SATURN,,8,,,,土星がネイタル第8ハウスに入り、深い絆や共有財産、心理的な影と向き合い、精神的な成熟を果たす時期です。他者との境界線を正しく保ちつつ、真の信頼を築きましょう。,10,1
natal_house_ingress,SATURN,,9,,,,土星がネイタル第9ハウスに入り、哲学や専門知識を体系的に深め、独自の信念を確立する時期です。困難な学びにも腰を据えて取り組み、本物の知恵を身につけましょう。,10,1
natal_house_ingress,SATURN,,10,,,,土星がネイタル第10ハウスに入り、これまでの努力が社会的な成果として実を結ぶキャリアの正念場です。大きな責任を引き受け、プロフェッショナルとしての頂を目指しましょう。,10,1
natal_house_ingress,SATURN,,11,,,,土星がネイタル第11ハウスに入り、将来の目標や人脈を精査し、現実的な計画に落とし込む時期です。表面的な付き合いを整理し、本当に価値ある仲間と未来を創りましょう。,10,1
natal_house_ingress,SATURN,,12,,,,土星がネイタル第12ハウスに入り、過去30年の歩みを振り返り、不要なカルマや執着を静かに手放す時期です。内省と心の浄化を深め、新たな再生のサイクルに備えましょう。,10,1
solar_house_ingress,URANUS,,1,,,,天王星が第1ソーラーハウスに入り、自己イメージや生き方を劇的に刷新する変革期が訪れます。古い枠組みを打ち破り、真のオリジナリティと自由を手に入れましょう。,10,1
solar_house_ingress,URANUS,,2,,,,天王星が第2ソーラーハウスに入り、収入の得方や価値観に革新的な変化がもたらされる時期です。従来の常識にとらわれない新しい才能の発揮や働き方に挑戦しましょう。,10,1
solar_house_ingress,URANUS,,3,,,,天王星が第3ソーラーハウスに入り、斬新なアイデアや最新のテクノロジーを活用した学び・発信が加速する時期です。自由な発想で独創的なコミュニケーションを展開しましょう。,10,1
solar_house_ingress,URANUS,,4,,,,天王星が第4ソーラーハウスに入り、住環境や家族のあり方に画期的な変化が訪れる時期です。固定観念にとらわれない自由でモダンな暮らし方を築いていきましょう。,10,1
solar_house_ingress,URANUS,,5,,,,天王星が第5ソーラーハウスに入り、独創的なアート表現やユニークな趣味、自由な恋愛に目覚める時期です。自分だけの個性を存分に表現し、斬新な楽しみを満喫しましょう。,10,1
solar_house_ingress,URANUS,,6,,,,天王星が第6ソーラーハウスに入り、働き方改革や先端技術の導入により業務スタイルが刷新される時期です。健康管理にも新しいアプローチを取り入れ、柔軟に生活を改善しましょう。,10,1
solar_house_ingress,URANUS,,7,,,,天王星が第7ソーラーハウスに入り、パートナーシップや人間関係に予期せぬ出会いや自由な関係性の変化が訪れる時期です。依存を手放し、自立した対等な絆を育みましょう。,10,1
solar_house_ingress,URANUS,,8,,,,天王星が第8ソーラーハウスに入り、共有財産や共同投資、深層心理において劇的な刷新が起こる時期です。古い縛りから解放され、精神的・経済的な自立を果たしましょう。,10,1
solar_house_ingress,URANUS,,9,,,,天王星が第9ソーラーハウスに入り、高度な学問や哲学、海外関連の知見において革新的なインスピレーションを受ける時期です。固定観念を脱ぎ捨て、自由な探求の旅へ出ましょう。,10,1
solar_house_ingress,URANUS,,10,,,,天王星が第10ソーラーハウスに入り、キャリアや社会的肩書きに画期的なブレイクスルーが起こる時期です。独自の強みを打ち出し、前例のない新しいポジションを切り拓きましょう。,10,1
solar_house_ingress,URANUS,,11,,,,天王星が第11ソーラーハウスに入り、多様で個性的なコミュニティや未来志向のネットワークが大きく広がる時期です。同じ理想を持つ仲間と、新しい時代のビジョンを共創しましょう。,10,1
solar_house_ingress,URANUS,,12,,,,天王星が第12ソーラーハウスに入り、潜在意識の解放やスピリチュアルな直感の急激な目覚めを経験する時期です。心の内なる制約を解き放ち、自由な精神を取り戻しましょう。,10,1
natal_house_ingress,URANUS,,1,,,,天王星がネイタル第1ハウスに入り、人生観やパーソナリティを劇的に塗り替える約7年間の大革命期が始まります。恐れずに本来の個性と自由を解き放ちましょう。,10,1
natal_house_ingress,URANUS,,2,,,,天王星がネイタル第2ハウスに入り、収入源や自己価値の基準に電撃的な変化がもたらされる時期です。先端分野や独自のスキルを活かした新しい経済基盤を確立しましょう。,10,1
natal_house_ingress,URANUS,,3,,,,天王星がネイタル第3ハウスに入り、画期的な発想力と情報発信力が研ぎ澄まされる時期です。既成概念にとらわれない斬新なコミュニケーションで周囲に刺激を与えましょう。,10,1
natal_house_ingress,URANUS,,4,,,,天王星がネイタル第4ハウスに入り、住まいの移転や家族の形態に思いがけない変化が訪れやすい時期です。因習から自由になり、自分らしい風通しの良い居場所を築きましょう。,10,1
natal_house_ingress,URANUS,,5,,,,天王星がネイタル第5ハウスに入り、独創的なアート表現やユニークなロマンスに恵まれる刺激的な時期です。既存のルールに縛られず、個性あふれる自己表現を存分に楽しみましょう。,10,1
natal_house_ingress,URANUS,,6,,,,天王星がネイタル第6ハウスに入り、日々の職務環境や働き方に革新的なシフトが起こる時期です。デジタル化や柔軟なスケジュールを導入し、効率と自由を両立させましょう。,10,1
natal_house_ingress,URANUS,,7,,,,天王星がネイタル第7ハウスに入り、刺激的な人物との出会いやパートナーシップのあり方の刷新が進む時期です。互いの個性を尊重し合う、自由で自立した関係を築きましょう。,10,1
natal_house_ingress,URANUS,,8,,,,天王星がネイタル第8ハウスに入り、他者との金銭的・心理的結びつきに急激な変化が訪れる時期です。執着を潔く手放すことで、劇的な精神的再生を遂げられます。,10,1
natal_house_ingress,URANUS,,9,,,,天王星がネイタル第9ハウスに入り、先進的な思想や先端技術の探求、グローバルな挑戦に強い意欲が湧く時期です。枠を飛び出し、未来の真理を探求しましょう。,10,1
natal_house_ingress,URANUS,,10,,,,天王星がネイタル第10ハウスに入り、職業や社会的立場において予想外の転換や飛躍が起こる時期です。唯一無二のオリジナリティを発揮し、時代を先取りするリーダーになりましょう。,10,1
